usuario,location,latitud,longitud
kelvinalulima,"Loja, Ecuador",-3.99313,-79.20422
CanalUnoTv,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
coati82,Ecuador,-1.25,-78.25
toyiradezul,Ecuador,-1.25,-78.25
oscarlenin85,"Loja, Ecuador",-3.99313,-79.20422
marcostaiza01,"Manabí, Ecuador",-0.96212,-80.71271
maquelu,"Loja, Ecuador",-3.99313,-79.20422
Galov2011,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
EliasVinuezaR,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
dayi_cabrera,"Madrid, España",40.4165,-3.70256
77dante,Ecuador,-1.25,-78.25
Andresv_31,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
CedenoYo,"Manta, Manabí, Ecuador",-0.96212,-80.71271
Rolando40084270,"Loja, Ecuador",-3.99313,-79.20422
rjimenezec,"Loja, Ecuador",-3.99313,-79.20422
RadamanthysSama,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
barcelgf,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
lsd_punx1,Ecuador,-1.25,-78.25
danilotayopanta,"Macas, Morona Santiago, Ecuador",-2.30868,-78.11135
John_Nelso,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
JSC_ASESORIAS,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Acerldu,Ecuador,-1.25,-78.25
GADGarzaReal,"Zapotillo, Loja, Ecuador",-4.22038,-80.32116
ecu911Ibarra,"Ibarra, Imbabura, Ecuador",0.35171,-78.12233
mspunk87,Ecuador,-1.25,-78.25
dayannamonroy,Ecuador,-1.25,-78.25
andresrude,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
AqValentinaalv,"Pedernales, Manabí, Ecuador",0.0701,-80.0536
Pablogoncis,"Loja, Ecuador",-3.99313,-79.20422
AndresSC89,"Loja, Ecuador",-3.99313,-79.20422
StefyRivera,Ecuador,-1.25,-78.25
eltiempocuenca,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
RCRADIOLOJA,"Catamayo, Loja, Ecuador",-4,-79.36667
mariade13492677,"Loja, Ecuador",-3.99313,-79.20422
JuanDanielChav3,"Loja, Ecuador",-3.99313,-79.20422
ispardo19,"Loja, Ecuador",-3.99313,-79.20422
mivanrodriguez,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
EmiliaMerchanJ,"Guayas, Ecuador",-2,-79.83333
FrankCaicdo,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Lorenita0511P,"Guayas, Ecuador",-2,-79.83333
mlcp19,"Loja, Ecuador",-3.99313,-79.20422
EuplLoja,"Loja, Ecuador",-3.99313,-79.20422
EstefaniaO23,Ecuador,-1.25,-78.25
mayraku_gc,"Saraguro, Loja, Ecuador",-3.65,-79.25
znataliaja,"Loja, Ecuador",-3.99313,-79.20422
VeronicaGaona15,"Macará, Loja, Ecuador",-4.38181,-79.9437
DalyPrincessM,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
JGIVAN8,"Loja, Ecuador",-3.99313,-79.20422
CRegion7,"Loja, Ecuador",-3.99313,-79.20422
eu_irma,"Loja, Ecuador",-3.99313,-79.20422
VctorMatailo1,"Loja, Ecuador",-3.99313,-79.20422
loja_cut,"Loja, Ecuador",-3.99313,-79.20422
karlitos_Pineda,"Loja, Ecuador",-3.99313,-79.20422
JosChrrez1,"Guayas, Ecuador",-2,-79.83333
gpco1996,"Loja, Ecuador",-3.99313,-79.20422
wherreraleon,Ecuador,-1.25,-78.25
JefaturaPasaje,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
lideratta,"Loja, Ecuador",-3.99313,-79.20422
LuisSivisaca,Ecuador,-1.25,-78.25
CarmenG5030,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
Wachito2503,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
TPYanganaQuinar,"Yangana, Quinara, Loja, Ecuador",,
EcotelPress,"Loja, Ecuador",-3.99313,-79.20422
juanferavilaj,"Loja, Ecuador",-3.99313,-79.20422
pinzonsonia7,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
cape1125,"Loja, Ecuador",-3.99313,-79.20422
Andri_uZ,Ecuador,-1.25,-78.25
Patrici57009033,"Loja, Ecuador",-3.99313,-79.20422
Incubus43515689,"Loja, Ecuador",-3.99313,-79.20422
k_monteros,"Loja, Ecuador",-3.99313,-79.20422
NANOLEOZ,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
adriana165794,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
h_djpl,Ecuador,-1.25,-78.25
omarfabiangomez,"Loja, Ecuador",-3.99313,-79.20422
San_T1994,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
arias_morayma,"Caluma, Bolívar, Ecuador",-1.63333,-79.25
Tp_LaPila,"Manabí, Ecuador",-0.96212,-80.71271
joseabad80,"Loja, Ecuador",-3.99313,-79.20422
zamoraendirecto,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
ManuelArtilesA,"Tenerife, Islas Canarias, España",28.46824,-16.25462
aquese,"Loja, Ecuador",-3.99313,-79.20422
RugidosDeLeon,"Loja, Ecuador",-3.99313,-79.20422
mangelescarrion,"Loja, Ecuador",-3.99313,-79.20422
OndasCanaris,"Azogues, Cañar, Ecuador",-2.73969,-78.8486
LaRedPesc,"El Oro, Ecuador",-3.25861,-79.96053
Guiller67584864,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
ElsaCab99,"Paccha, El Oro, Ecuador",-3.56108,-79.66167
Jennife71980527,"El Guabo, El Oro, Ecuador",-3.25,-79.85
Vicente94411542,"El Guabo, El Oro, Ecuador",-3.25,-79.85
TTendales,"El Guabo, El Oro, Ecuador",-3.25,-79.85
mijomicholo,"Loja, Ecuador",-3.99313,-79.20422
JuanAlb00765698,"El Guabo, El Oro, Ecuador",-3.25,-79.85
DeivisPeralta5,"San Jacinto de Yaguachi, Yaguachi, Guayas, Ecuador",-2.0968,-79.69485
patycumbicos,"El Oro, Ecuador",-3.25861,-79.96053
liss_darck,Ecuador,-1.25,-78.25
GoberLaVerdad,Ecuador,-1.25,-78.25
Mafer72277561,Ecuador,-1.25,-78.25
GoberElOro,"Machala, El Oro, Ecuador",-3.25861,-79.96053
EGDTLOJA,"Loja, Ecuador",-3.99313,-79.20422
AlvaroFChacha,"Machala, El Oro, Ecuador",-3.25861,-79.96053
amfrgn,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
sant_medical,"Loja, Ecuador",-3.99313,-79.20422
jereyes69,"Loja, Ecuador",-3.99313,-79.20422
DiegoOchoaMz,"Loja, Ecuador",-3.99313,-79.20422
AsoAteistaEcua,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
BauzinRohoden,"Loja, Ecuador",-3.99313,-79.20422
DannyPolancoB,"Manabí, Ecuador",-0.96212,-80.71271
Nxndo69,"Loja, Ecuador",-3.99313,-79.20422
denisfabrilog,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
AOV_LUZURIAGA80,"Loja, Ecuador",-3.99313,-79.20422
iaqs1982,"Loja, Ecuador",-3.99313,-79.20422
GlaOrL,"Loja, Ecuador",-3.99313,-79.20422
mafiu11,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
mariuxi_mara,Ecuador,-1.25,-78.25
vihenry46,"Loja, Ecuador",-3.99313,-79.20422
mascreacion,Ecuador,-1.25,-78.25
karlinhokano,"Loja, Ecuador",-3.99313,-79.20422
DarwinMerchan3,Ecuador,-1.25,-78.25
Edward_Malla,"Loja, Ecuador",-3.99313,-79.20422
LENINPAULCANTA,"Loja, Ecuador",-3.99313,-79.20422
OvejitaOvejuna,Ecuador,-1.25,-78.25
jackelingh,"Loja, Ecuador",-3.99313,-79.20422
vickyzam,Ecuador,-1.25,-78.25
nacalderon1,"Loja, Ecuador",-3.99313,-79.20422
aufchamba,"Loja, Ecuador",-3.99313,-79.20422
leidacafe,"Manta, Manabí, Ecuador",-0.96212,-80.71271
santpenarreta,Ecuador,-1.25,-78.25
Sofia_Avila20,"Machala, El Oro, Ecuador",-3.25861,-79.96053
santiageLi10,"Loja, Ecuador",-3.99313,-79.20422
bufetepa,"Loja, Ecuador",-3.99313,-79.20422
AbgBorys,"Esmeraldas, Ecuador",0.9592,-79.65397
brayanmanzaba,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
RevolucionLoja,"Loja, Ecuador",-3.99313,-79.20422
gmnancys,"Loja, Ecuador",-3.99313,-79.20422
Patrick8779,"Loja, Ecuador",-3.99313,-79.20422
Roscatene,"Loja, Ecuador",-3.99313,-79.20422
Sprachgefuuhl,"Manabí, Ecuador",-0.96212,-80.71271
GabyCostaGarcia,"Loja, Ecuador",-3.99313,-79.20422
Luissotl2,"Sozoranga, Loja, Ecuador",-4.33333,-79.78333
rjangamarca,"Loja, Ecuador",-3.99313,-79.20422
turismoitss,"Loja, Ecuador",-3.99313,-79.20422
armijoscar,"Loja, Ecuador",-3.99313,-79.20422
kgpo29,"Loja, Ecuador",-3.99313,-79.20422
yanyxs,"Loja, Ecuador",-3.99313,-79.20422
LCPeurocentro,"Loja, Ecuador",-3.99313,-79.20422
dirtriancq,"Loja, Ecuador",-3.99313,-79.20422
pantocci,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
TpChantaco,"Loja, Ecuador",-3.99313,-79.20422
AndresZambranoC,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
jpcachE,"Loja, Ecuador",-3.99313,-79.20422
omnifrancel,"Loja, Ecuador",-3.99313,-79.20422
AcuarianoErick,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
alexandra_jato,"Loja, Ecuador",-3.99313,-79.20422
viniciosarango,"Loja, Ecuador",-3.99313,-79.20422
MariaLu44237114,"Loja, Ecuador",-3.99313,-79.20422
MAYRAREA1,Ecuador,-1.25,-78.25
cchuchuca_pardo,"Loja, Ecuador",-3.99313,-79.20422
maxpinzonrivas,"Loja, Ecuador",-3.99313,-79.20422
CecibelArevalo,"Huaquillas, El Oro, Ecuador",-3.47523,-80.23084
MIES_Zona2,"Tena, Napo, Ecuador",-0.9938,-77.81286
GADSozoranga,"Sozoranga, Loja, Ecuador",-4.33333,-79.78333
DiegoPiza2,"Loja, Ecuador",-3.99313,-79.20422
fpaulcastillo,"Loja, Ecuador",-3.99313,-79.20422
pauljarrin92,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
alvaremafer86,"Loja, Ecuador",-3.99313,-79.20422
elespartano1975,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
esposa_hotwife,"Loja, Ecuador",-3.99313,-79.20422
RogerRodri,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
vivi_anrodl,Ecuador,-1.25,-78.25
dpenafiel2002,"Azogues, Cañar, Ecuador",-2.73969,-78.8486
DavidVacaV1,"Loja, Ecuador",-3.99313,-79.20422
JAIMEINTRIAGOB2,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
alvarocr879,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
Dorian59865998,"Machala, El Oro, Ecuador",-3.25861,-79.96053
VilmaCa21847778,"Loja, Ecuador",-3.99313,-79.20422
Mary_Montesinos,Ecuador,-1.25,-78.25
eventosutpl,Ecuador,-1.25,-78.25
ScorpLiz,"Loja, Ecuador",-3.99313,-79.20422
Alexand60430273,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
DiegMendoz,"Loja, Ecuador",-3.99313,-79.20422
juanpadiazs,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
katynegrita01,Ecuador,-1.25,-78.25
foro_SD,"Santo Domingo, Ecuador",-0.25305,-79.17536
Raquelitavq91,Ecuador,-1.25,-78.25
san_tiago90,"Loja, Ecuador",-3.99313,-79.20422
JohanaBelduma,"Loja, Ecuador",-3.99313,-79.20422
jgguajala,"Loja, Ecuador",-3.99313,-79.20422
Orfiscatt,"Loja, Ecuador",-3.99313,-79.20422
dac_siz,"Loja, Ecuador",-3.99313,-79.20422
Adrian_2602,"Loja, Ecuador",-3.99313,-79.20422
MarysaEsteban,"Madrid, España",40.4165,-3.70256
6mverito,"Loja, Ecuador",-3.99313,-79.20422
JimmyGonzalo23,"Loja, Ecuador",-3.99313,-79.20422
dfbustamante3,"Loja, Ecuador",-3.99313,-79.20422
ramon_natali,"Loja, Ecuador",-3.99313,-79.20422
MercyGodoy3,"Palanda, Zamora Chinchipe, Ecuador",-4.55736,-79.09327
AndreaG87552591,"Palanda, Zamora Chinchipe, Ecuador",-4.55736,-79.09327
lojagas,"Loja, Ecuador",-3.99313,-79.20422
Soletoledo18,"Loja, Ecuador",-3.99313,-79.20422
FonsecaJournal,"Salamanca, Castilla y León, España",40.96882,-5.66388
toledomateo123,"Palanda, Zamora Chinchipe, Ecuador",-4.55736,-79.09327
LaRadioRedonda,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JuanPabloSaran1,"Loja, Ecuador",-3.99313,-79.20422
Castro_Ggg,"Loja, Ecuador",-3.99313,-79.20422
hugo19811,"Loja, Ecuador",-3.99313,-79.20422
MarcoCab,"Loja, Ecuador",-3.99313,-79.20422
daysihuayamabe,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
JhonF_Amaya,"Bogota, Colombia",4.60971,-74.08175
JavierAuquiH,"Loja, Ecuador",-3.99313,-79.20422
katuvalarezoa,"Loja, Ecuador",-3.99313,-79.20422
gordolinda53,"Loja, Ecuador",-3.99313,-79.20422
rob_rue,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
nachageminis,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
MiltonCanuza,Ecuador,-1.25,-78.25
TenenciaPolit18,"Piedras, Piñas, El Oro, Ecuador",-3.63158,-79.91306
_aytanaP,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
omid_forootan,"Loja, Ecuador",-3.99313,-79.20422
veropotes,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
FeijooAndres,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Hugo__Castillo,"Loja, Ecuador",-3.99313,-79.20422
JordyTapia6,"Loja, Ecuador",-3.99313,-79.20422
MarioAMendietaG,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Alberto50868179,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
homarcito,"Alamor, Puyango, Loja, Ecuador",-4.01847,-80.02141
EcoNoticiasC,"Azuay, Ecuador",-2.90055,-79.00453
Lino997_17,"Loja, Ecuador",-3.99313,-79.20422
ramonmero3,"Loja, Ecuador",-3.99313,-79.20422
dannymorocho06,"Loja, Ecuador",-3.99313,-79.20422
badiquinteros,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
Resilire1,Ecuador,-1.25,-78.25
rojas1083_diego,"Loja, Ecuador",-3.99313,-79.20422
MW_Estudio,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JUANKY1980,"Loja, Ecuador",-3.99313,-79.20422
DianaNcc,Ecuador,-1.25,-78.25
HolgerSarmient,"Machala, El Oro, Ecuador",-3.25861,-79.96053
SVSalazar,"Madrid, España",40.4165,-3.70256
pinkfloyano,"Loja, Ecuador",-3.99313,-79.20422
moreirandres,"Loja, Ecuador",-3.99313,-79.20422
RonnySJimenez,"Loja, Ecuador",-3.99313,-79.20422
DarwinAvendanoD,"Loja, Ecuador",-3.99313,-79.20422
Fiblis,"Loja, Ecuador",-3.99313,-79.20422
rrubis,"Loja, Ecuador",-3.99313,-79.20422
guaman_mireya,"Loja, Ecuador",-3.99313,-79.20422
EGDT_Manabi,"Manabí, Ecuador",-0.96212,-80.71271
86Manuelochoa,"Lago Agrio, Sucumbíos, Ecuador",0.1,-76.86667
OPeludoso,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Romantica957,"Yantzaza, Zamora Chinchipe, Ecuador",-3.85,-78.75
C2065906428,Ecuador,-1.25,-78.25
ArchcityQuito,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
amyrebeca28,"Loja, Ecuador",-3.99313,-79.20422
MayitaPoshosha,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Ort95352942Ruth,"Loja, Ecuador",-3.99313,-79.20422
TVLosEncuentros,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
DianaLoayza5,"Atahualpa, El Oro, Ecuador",-3.54638,-79.71621
byronhenriquezE,"El Guabo, El Oro, Ecuador",-3.25,-79.85
djhenryTK,"Loja, Ecuador",-3.99313,-79.20422
AxSolidaridad,"Madrid, España",40.4165,-3.70256
radioluzyvidaec,"Loja, Ecuador",-3.99313,-79.20422
ortegajulia,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
belensim,Ecuador,-1.25,-78.25
QuizhpeVladimir,"Loja, Ecuador",-3.99313,-79.20422
AnitaJativaSoto,"Loja, Ecuador",-3.99313,-79.20422
Micharmijos,"Celica, Loja, Ecuador",-4.15536,-80.00725
silvaparo1425,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
juparu_ec,Ecuador,-1.25,-78.25
JjLOjeda,"Loja, Ecuador",-3.99313,-79.20422
888holger,"Madrid, España",40.4165,-3.70256
tigrepaull3,"Guayas, Ecuador",-2,-79.83333
ElizDelucchi,Ecuador,-1.25,-78.25
GiuliCruzVargas,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
prado_elizalde,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
serdiare,"Loja, Ecuador",-3.99313,-79.20422
SergyJm25,Ecuador,-1.25,-78.25
Chazo3830779,"Loja, Ecuador",-3.99313,-79.20422
leotello34,"Loja, Ecuador",-3.99313,-79.20422
cpmunoz,"Loja, Ecuador",-3.99313,-79.20422
AlexQuizhpeT,"Loja, Ecuador",-3.99313,-79.20422
claudiasolisc,Ecuador,-1.25,-78.25
lizcitaprensa,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
rqv83,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
LojanoUnelino,"Loja, Ecuador",-3.99313,-79.20422
reroes,"Loja, Ecuador",-3.99313,-79.20422
RommelEcuador10,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
dagonzalezp,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
gponce,"Loja, Ecuador",-3.99313,-79.20422
JohanaFerOrd,"Loja, Ecuador",-3.99313,-79.20422
Jackiejaram,"Loja, Ecuador",-3.99313,-79.20422
JORGEGARCIA198,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
PizarroDeisy,"Yantzaza, Zamora Chinchipe, Ecuador",-3.85,-78.75
diotimia,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
maritza_quizhpe,"Loja, Ecuador",-3.99313,-79.20422
alexisgr91,Ecuador,-1.25,-78.25
LojaPSE17,"Loja, Ecuador",-3.99313,-79.20422
Davichortega,"Moscú, Rusia",55.75222,37.61556
MaSoledadVP,Estados Unidos,-14.60485,-57.65625
QuezadaAlbita,"Loja, Ecuador",-3.99313,-79.20422
juanpablo705,"Loja, Ecuador",-3.99313,-79.20422
Jmanologarcias,"Loja, Ecuador",-3.99313,-79.20422
Ladyrealpe1,"Machala, El Oro, Ecuador",-3.25861,-79.96053
chinitobalcazar,"Loja, Ecuador",-3.99313,-79.20422
Kettyandrad,"Loja, Ecuador",-3.99313,-79.20422
DDj_Hard,Ecuador,-1.25,-78.25
yadipcoronel,"Loja, Ecuador",-3.99313,-79.20422
ferlud1980,"Loja, Ecuador",-3.99313,-79.20422
Wilson77384968,"Santa Rosa, El Oro, Ecuador",-3.44385,-80.00982
jenverobermeo,Ecuador,-1.25,-78.25
Oscar_nole,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
OsmaraYaruqui,"Loja, Ecuador",-3.99313,-79.20422
pukitodelgado,"Loja, Ecuador",-3.99313,-79.20422
mariferg1970,"Loja, Ecuador",-3.99313,-79.20422
cordones_i,"Loja, Ecuador",-3.99313,-79.20422
concertacion_L,"Loja, Ecuador",-3.99313,-79.20422
MarxcarCarlos,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Marioacontreras,"Loja, Ecuador",-3.99313,-79.20422
JosCaraguay1,"Loja, Ecuador",-3.99313,-79.20422
fmaisanch3,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
PadresL,"Loja, Ecuador",-3.99313,-79.20422
AngieMe21179364,"Loja, Ecuador",-3.99313,-79.20422
sharonvto,"Loja, Ecuador",-3.99313,-79.20422
LeodanRuizP,"Catamayo, Loja, Ecuador",-4,-79.36667
ALFREDM50,"Loja, Ecuador",-3.99313,-79.20422
Diegoeburneo1,"Baltimore, Maryland, Estados Unidos",39.29038,-76.61219
lberto_Contento,Ecuador,-1.25,-78.25
karysuka,"Loja, Ecuador",-3.99313,-79.20422
YekusOrtiz,"Loja, Ecuador",-3.99313,-79.20422
PatriciaVedova,"París, Francia",48.85341,2.3488
Jordanzitop_933,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
marthi100,"Milagro, Guayas, Ecuador",-2.13404,-79.59415
anniecanizares,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
cristianMoro74,"Loja, Ecuador",-3.99313,-79.20422
evelynmarquezc,"Loja, Ecuador",-3.99313,-79.20422
ManuelOchoaTour,"Loja, Ecuador",-3.99313,-79.20422
ALEJAYD,Ecuador,-1.25,-78.25
EsnerB,"Loja, Ecuador",-3.99313,-79.20422
fannymerg,"Loja, Ecuador",-3.99313,-79.20422
BlankisRiofrio,Ecuador,-1.25,-78.25
Patolinoe,"Loja, Ecuador",-3.99313,-79.20422
FrancoRolandoJ,"Loja, Ecuador",-3.99313,-79.20422
issrael_LDU,"Loja, Ecuador",-3.99313,-79.20422
payancho,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
cristhi35938306,"Esmeraldas, Ecuador",0.9592,-79.65397
RamnOscar5,"Jipijapa, Manabí, Ecuador",-1.35,-80.58333
carlos_tutillo,"Loja, Ecuador",-3.99313,-79.20422
estosucedeenloj,"Loja, Ecuador",-3.99313,-79.20422
ecuniversitario,Ecuador,-1.25,-78.25
duniaaguilar1,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
loandreita,"Loja, Ecuador",-3.99313,-79.20422
cculturazamora,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
DiegoFBravoV,Ecuador,-1.25,-78.25
hpagurto,"Loja, Ecuador",-3.99313,-79.20422
arqJosericardo,Ecuador,-1.25,-78.25
dcarofher,Ecuador,-1.25,-78.25
wilson_29R,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
KingFenixKF,"Loja, Ecuador",-3.99313,-79.20422
edithmernoriega,Ecuador,-1.25,-78.25
boriix1,"Loja, Ecuador",-3.99313,-79.20422
betofriend1980,"Loja, Ecuador",-3.99313,-79.20422
JohnMachado86,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
dfsaril,"Loja, Ecuador",-3.99313,-79.20422
lopezao_,"Loja, Ecuador",-3.99313,-79.20422
karlitaarmijos1,"Loja, Ecuador",-3.99313,-79.20422
KATE_NEGRITA,"Loja, Ecuador",-3.99313,-79.20422
Alexand88041902,Ecuador,-1.25,-78.25
angelfabianvil2,Ecuador,-1.25,-78.25
cavie5sebastia1,"Loja, Ecuador",-3.99313,-79.20422
fransfceli,"Loja, Ecuador",-3.99313,-79.20422
RJBOTANICO,"Madrid, España",40.4165,-3.70256
eqdh_31,"Quevedo, Los Ríos, Ecuador",-1.02863,-79.46352
CarlosJumboLima,"Loja, Ecuador",-3.99313,-79.20422
ojeda95merino,"Loja, Ecuador",-3.99313,-79.20422
ARE61,"Loja, Ecuador",-3.99313,-79.20422
transsar1,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
ALICIA25728894,"Imbana, Zamora, Zamora Chinchipe, Ecuador",-3.84207,-79.09229
RmBladimir,"Loja, Ecuador",-3.99313,-79.20422
2010Compudavid,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
DiegoG__13,"Loja, Ecuador",-3.99313,-79.20422
MarcoArmijos6,"Loja, Ecuador",-3.99313,-79.20422
Germanchinn,"Loja, Ecuador",-3.99313,-79.20422
Elder22149151,"Loja, Ecuador",-3.99313,-79.20422
MonicaPaulinaP,"Loja, Ecuador",-3.99313,-79.20422
Hiscariotte,"Loja, Ecuador",-3.99313,-79.20422
China_kath,Ecuador,-1.25,-78.25
Wilson88dj,"Loja, Ecuador",-3.99313,-79.20422
erasmojaraleon,"Loja, Ecuador",-3.99313,-79.20422
anic_666,"Loja, Ecuador",-3.99313,-79.20422
sole0819,"Loja, Ecuador",-3.99313,-79.20422
ppgranada,Granada,12.11667,-61.66667
fasldu,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Fabianvalt,"Loja, Ecuador",-3.99313,-79.20422
cesarbowen,Ecuador,-1.25,-78.25
MariaOr67343046,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
JorgeLuisJumbo5,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Diegodecarlo2m,"Loja, Ecuador",-3.99313,-79.20422
sgaldas,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
Zachdu30129,"Manduel, Francia",43.81855,4.47247
leninfapal,"Loja, Ecuador",-3.99313,-79.20422
ric_ledesma,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
loaiza_yadid,"Loja, Ecuador",-3.99313,-79.20422
HonorioMata,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
JoJimenez1411,"Tena, Napo, Ecuador",-0.9938,-77.81286
LuisGermanNarva,"Catamayo, Loja, Ecuador",-4,-79.36667
SoyLalitoOrtega,"Loja, Ecuador",-3.99313,-79.20422
SomosElOro,"El Oro, Ecuador",-3.25861,-79.96053
YDP1623,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
Alvarrurris,"Loja, Ecuador",-3.99313,-79.20422
SantyVivanco,"Loja, Ecuador",-3.99313,-79.20422
Polito77,"Loja, Ecuador",-3.99313,-79.20422
Jp_Olmedo,"Manabí, Ecuador",-0.96212,-80.71271
odontochef,"Loja, Ecuador",-3.99313,-79.20422
Audicalidad,"Loja, Ecuador",-3.99313,-79.20422
raguvald,"Loja, Ecuador",-3.99313,-79.20422
DIEGOVALLEJOT,"Loja, Ecuador",-3.99313,-79.20422
petlo88ok,"Loja, Ecuador",-3.99313,-79.20422
janethquituizac,"Loja, Ecuador",-3.99313,-79.20422
EsthereGonzalez,"Loja, Ecuador",-3.99313,-79.20422
PUMAS2103,"Distrito Federal, México",19.42847,-99.12766
juancueva4,"Loja, Ecuador",-3.99313,-79.20422
sandzh32,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
KarenSamyB,"Loja, Ecuador",-3.99313,-79.20422
sapitosarmiento,"Loja, Ecuador",-3.99313,-79.20422
ByronOjeda,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Rul0quezada,"Flensburg, Alemania",54.78431,9.43961
Lazaro_Ponce,Ecuador,-1.25,-78.25
OmarsinEliseo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
LourdesOgonaga,"Concepción, Quito, Pichincha, Ecuador",-0.1,-78.5
guerrero_galo,"Loja, Ecuador",-3.99313,-79.20422
CoelloItalo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Mirianaguilar28,"Urdaneta, Los Ríos, Ecuador",-1.58333,-79.46667
EliSanmartin20,"Loja, Ecuador",-3.99313,-79.20422
Sandra87949123,"Loja, Ecuador",-3.99313,-79.20422
afreire4,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Kath_designer,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
